PGEN_.00g000040::Scaffold_01:55792-67546	XM_045314054.2	84.706	170	26	0	10212	10381	1425	1594	1.06e-39	171
PGEN_.00g000050::Scaffold_01:67586-69113	XM_053546612.1	83.056	602	80	10	3	583	1058	458	6.98e-148	527
PGEN_.00g000060::Scaffold_01:70713-81099	XM_053526799.1	75.616	406	85	8	8332	8725	7243	7646	2.58e-45	189
PGEN_.00g000270::Scaffold_01:344820-379444	XM_053526799.1	76.190	609	125	19	12681	13279	7048	7646	2.95e-79	303
PGEN_.00g000280::Scaffold_01:402378-436712	XR_008368031.1	83.088	136	18	4	19326	19461	2938	3068	1.14e-23	119
PGEN_.00g000300::Scaffold_01:503707-557915	XR_008366499.1	83.871	186	25	4	2983	3165	1180	997	1.36e-39	172
PGEN_.00g000440::Scaffold_01:868194-911401	XM_053546296.1	81.250	320	39	12	33926	34225	1418	1100	1.05e-59	239
PGEN_.00g000460::Scaffold_01:936602-978401	XM_053532133.1	83.721	215	33	2	26135	26348	1757	1544	1.34e-48	202
PGEN_.00g000480::Scaffold_01:1018280-1021447	XM_045316439.2	83.810	210	33	1	629	838	9625	9417	1.30e-48	198
PGEN_.00g000490::Scaffold_01:1042400-1066675	XM_053551149.1	83.704	135	17	5	18812	18943	7341	7209	6.22e-25	122
PGEN_.00g000520::Scaffold_01:1105662-1112517	XR_008372115.1	87.586	145	18	0	6258	6402	8529	8673	2.22e-39	169
PGEN_.00g000530::Scaffold_01:1119467-1128894	XR_008369200.1	84.651	215	33	0	1759	1973	677	463	3.87e-53	215
PGEN_.00g000670::Scaffold_01:1389639-1400328	XM_045303199.2	82.298	322	57	0	5424	5745	2280	1959	1.53e-72	279
PGEN_.00g000680::Scaffold_01:1402133-1405997	XM_045316591.2	88.073	218	26	0	3083	3300	6336	6119	7.19e-67	259
PGEN_.00g000790::Scaffold_01:1558681-1570002	XR_008372115.1	85.253	217	32	0	1446	1662	8729	8513	7.72e-56	224
PGEN_.00g000970::Scaffold_01:1970367-1991359	XM_045304273.2	88.696	115	12	1	17344	17458	665	552	5.34e-30	139
PGEN_.00g000980::Scaffold_01:2015518-2047143	XM_053546296.1	88.318	214	25	0	7396	7609	1314	1101	2.13e-65	257
PGEN_.00g001000::Scaffold_01:2058418-2067040	XM_053538492.1	82.870	216	32	4	3819	4032	4581	4369	2.14e-45	189
PGEN_.00g001030::Scaffold_01:2129680-2143865	XM_045310265.2	84.932	219	26	5	11306	11523	2989	2777	5.82e-53	215
PGEN_.00g001080::Scaffold_01:2184093-2211336	XM_045304994.2	79.336	271	50	4	20430	20695	1876	1607	8.78e-44	185
PGEN_.00g001140::Scaffold_01:2257307-2316262	XM_053546296.1	87.907	215	26	0	46382	46596	1314	1100	5.14e-64	254
PGEN_.00g001210::Scaffold_01:2577228-2600155	XM_053546296.1	84.120	233	36	1	19866	20097	1314	1082	1.57e-55	224
PGEN_.00g001310::Scaffold_01:2708387-2715800	XR_008371759.1	83.453	139	23	0	4948	5086	1337	1199	1.13e-27	130
