XM_045300246.2	PGEN_.00g107770::Scaffold_05:9851066-9853398	91.954	87	4	3	3476	3562	1173	1256	1.84e-24	119
XM_045300272.2	PGEN_.00g080740::Scaffold_04:5861385-5889506	90.426	94	3	6	4650	4740	940	1030	2.92e-24	119
XM_045300273.2	PGEN_.00g080740::Scaffold_04:5861385-5889506	90.426	94	3	6	4647	4737	940	1030	2.92e-24	119
XM_045300276.2	PGEN_.00g080740::Scaffold_04:5861385-5889506	90.426	94	3	6	4635	4725	940	1030	2.91e-24	119
XM_045300278.2	PGEN_.00g080740::Scaffold_04:5861385-5889506	90.426	94	3	6	4635	4725	940	1030	2.91e-24	119
XM_045300279.2	PGEN_.00g080740::Scaffold_04:5861385-5889506	90.426	94	3	6	4632	4722	940	1030	2.91e-24	119
XM_045300280.2	PGEN_.00g080740::Scaffold_04:5861385-5889506	90.426	94	3	6	4620	4710	940	1030	2.91e-24	119
XM_045300282.2	PGEN_.00g080740::Scaffold_04:5861385-5889506	90.426	94	3	6	4608	4698	940	1030	2.90e-24	119
XM_045300283.2	PGEN_.00g080740::Scaffold_04:5861385-5889506	90.426	94	3	6	4605	4695	940	1030	2.90e-24	119
XM_045300284.2	PGEN_.00g080740::Scaffold_04:5861385-5889506	90.426	94	3	6	4593	4683	940	1030	2.89e-24	119
XM_045300306.2	PGEN_.00g195710::Scaffold_09:13336622-13346006	85.906	149	21	0	282	430	5113	5261	4.77e-37	159
XM_045300314.2	PGEN_.00g191960::Scaffold_09:2401685-2441282	85.771	253	31	5	1160	1409	17696	17446	6.37e-68	263
XM_045300315.2	PGEN_.00g191960::Scaffold_09:2401685-2441282	85.771	253	31	5	1157	1406	17696	17446	6.36e-68	263
XM_045300317.2	PGEN_.00g191960::Scaffold_09:2401685-2441282	85.771	253	31	5	1165	1414	17696	17446	6.38e-68	263
XM_045300318.2	PGEN_.00g191960::Scaffold_09:2401685-2441282	85.771	253	31	5	1130	1379	17696	17446	6.31e-68	263
XM_045300343.2	PGEN_.00g268810::Scaffold_13:25314762-25346565	75.983	458	93	16	4408	4859	7521	7075	6.77e-55	220
XM_045300387.2	PGEN_.00g196010::Scaffold_09:14152918-14162143	84.211	133	21	0	689	821	2218	2350	3.09e-28	130
XM_045300408.2	PGEN_.00g134400::Scaffold_06:13548708-13578024	84.486	477	65	9	7002	7475	17205	16735	1.75e-127	462
XM_045300409.2	PGEN_.00g134400::Scaffold_06:13548708-13578024	84.486	477	65	9	7075	7548	17205	16735	1.77e-127	462
XM_045300416.2	PGEN_.00g109820::Scaffold_05:14544381-14576826	82.870	216	31	6	2647	2859	1535	1323	2.65e-45	189
XM_045300417.2	PGEN_.00g305240::Scaffold_15:20769256-20774120	78.029	1106	237	6	378	1480	3729	4831	0.0	691
XM_045300430.2	PGEN_.00g324750::Scaffold_16:25080811-25091629	76.755	641	98	31	5340	5976	1078	485	5.82e-82	311
XM_045300436.2	PGEN_.00g334390::Scaffold_17:21729932-21764376	80.380	158	18	9	326	478	20911	20762	3.93e-21	108
XM_045300437.2	PGEN_.00g334390::Scaffold_17:21729932-21764376	80.380	158	18	9	226	378	20911	20762	3.83e-21	108
XM_045300462.2	PGEN_.00g109820::Scaffold_05:14544381-14576826	82.949	217	31	6	6061	6274	1323	1536	1.14e-45	191
XM_045300526.2	PGEN_.00g094540::Scaffold_04:41375965-41392254	83.607	122	20	0	2648	2769	12346	12467	3.70e-23	115
XM_045300589.2	PGEN_.00g109820::Scaffold_05:14544381-14576826	78.603	229	40	9	1992	2216	1546	1323	8.25e-32	143
XM_045300616.2	PGEN_.00g199730::Scaffold_09:25411842-25451648	83.511	188	31	0	834	1021	31964	32151	8.20e-42	176
XM_045300617.2	PGEN_.00g199730::Scaffold_09:25411842-25451648	83.511	188	31	0	838	1025	31964	32151	8.03e-42	176
XM_045300625.2	PGEN_.00g347160::Scaffold_18:21606111-21670307	92.857	84	6	0	2403	2486	35467	35384	1.48e-25	122
XM_045300649.2	PGEN_.00g109820::Scaffold_05:14544381-14576826	83.607	122	19	1	4083	4203	1415	1536	1.76e-22	113
XM_045300659.2	PGEN_.00g194150::Scaffold_09:8581449-8597404	90.588	85	6	2	210	293	5240	5323	2.12e-22	111
XM_045300694.2	PGEN_.00g052840::Scaffold_02:54553118-54574835	85.965	171	22	2	6077	6247	15824	15656	4.35e-43	182
XM_045300730.2	PGEN_.00g109820::Scaffold_05:14544381-14576826	82.653	196	32	2	3983	4177	1342	1536	3.68e-40	172
XM_045300731.2	PGEN_.00g109820::Scaffold_05:14544381-14576826	82.653	196	32	2	2750	2944	1342	1536	3.26e-40	172
XM_045300732.2	PGEN_.00g109820::Scaffold_05:14544381-14576826	82.653	196	32	2	2866	3060	1342	1536	3.30e-40	172
XM_045300827.2	PGEN_.00g247830::Scaffold_12:14374039-14409207	91.547	1526	111	11	1878	3390	30510	32030	0.0	2087
XM_045300870.2	PGEN_.00g324750::Scaffold_16:25080811-25091629	79.688	320	52	10	2317	2631	7550	7239	2.70e-54	219
XM_045300898.2	PGEN_.00g159650::Scaffold_07:19196592-19228377	81.657	169	26	4	1914	2079	7445	7611	9.33e-30	135
XM_045300899.2	PGEN_.00g159650::Scaffold_07:19196592-19228377	81.657	169	26	4	1675	1840	7445	7611	8.25e-30	135
XM_045300900.2	PGEN_.00g159650::Scaffold_07:19196592-19228377	81.657	169	26	4	1648	1813	7445	7611	8.12e-30	135
XM_045300910.2	PGEN_.00g240040::Scaffold_11:45194223-45208220	89.815	108	10	1	2022	2129	9333	9439	8.18e-30	137
XM_045300911.2	PGEN_.00g240040::Scaffold_11:45194223-45208220	89.815	108	10	1	2038	2145	9333	9439	8.20e-30	137
XM_045300912.2	PGEN_.00g240040::Scaffold_11:45194223-45208220	89.815	108	10	1	2037	2144	9333	9439	8.20e-30	137
XM_045300970.2	PGEN_.00g243830::Scaffold_12:3608340-3610444	82.069	145	25	1	3411	3555	213	356	1.56e-25	122
XM_045301097.2	PGEN_.00g240040::Scaffold_11:45194223-45208220	84.722	144	19	3	2050	2192	9298	9439	4.07e-31	141
XM_045301160.2	PGEN_.00g206610::Scaffold_10:6855784-6880548	76.433	314	57	12	2668	2979	9362	9660	1.26e-34	154
XM_045301213.2	PGEN_.00g207160::Scaffold_10:8578027-8621737	94.712	624	32	1	2736	3359	10444	11066	0.0	968
XM_045301215.2	PGEN_.00g108240::Scaffold_05:10687643-10701868	85.345	116	16	1	4567	4681	1768	1883	2.14e-24	119
XM_045301279.2	PGEN_.00g203460::Scaffold_09:36231420-36239071	77.291	251	38	13	1849	2093	1493	1730	1.19e-27	130
XM_045301436.2	PGEN_.00g159650::Scaffold_07:19196592-19228377	83.918	342	55	0	3937	4278	7531	7872	5.14e-87	327
XM_045301905.2	PGEN_.00g324750::Scaffold_16:25080811-25091629	79.503	322	57	7	2667	2984	7555	7239	6.37e-55	220
